a,b,cos,inliers,n_photos,photo_a,photo_b
1011085335,1015744981,0.9580444097518921,452,1,1011085335/3.jpg,1015744981/0.jpg
1013925401,1014723097,0.9988186359405518,446,6,1013925401/2.jpg,1014723097/3.jpg
1015620179,1015726859,1.0000072717666626,444,4,1015620179/1.jpg,1015620179/1.jpg
1015652083,1015883846,1.000002145767212,442,4,1015652083/3.jpg,1015652083/3.jpg
1015269341,1015312926,0.9550483822822571,441,2,1015269341/2.jpg,1015312926/2.jpg
1015745871,1015800544,0.9986411333084106,439,3,1015745871/2.jpg,1015800544/3.jpg
1015832377,1015844183,0.9931987524032593,439,2,1015832377/2.jpg,1015844183/1.jpg
1015828897,691280566,0.9357595443725586,438,1,1015828897/1.jpg,691280566/0.jpg
1015756823,1015914190,0.9982700347900391,435,4,1015756823/0.jpg,1015914190/0.jpg
1015781411,1015787623,0.9973911046981812,434,1,1015781411/1.jpg,1015787623/3.jpg
1015404804,1015839777,0.9202389717102051,433,1,1015404804/0.jpg,1015839777/0.jpg
1015458488,1015473913,0.997793972492218,430,2,1015458488/2.jpg,1015473913/0.jpg
1015630392,1015854430,0.986135721206665,429,2,1015630392/0.jpg,1015854430/0.jpg
1011809878,1013595061,0.9996109008789062,428,1,1011809878/2.jpg,1013595061/3.jpg
1015814690,1015832377,0.9922051429748535,427,2,1015814690/0.jpg,1015832377/2.jpg
1015756671,1015766952,0.9970744848251343,423,3,1015756671/0.jpg,1015766952/0.jpg
1009555474,681930352,0.9948248863220215,416,1,1009555474/0.jpg,681930352/0.jpg
1015762608,1015766952,0.9990519881248474,414,1,1015762608/2.jpg,1015766952/2.jpg
1015505670,1015804947,0.9989458322525024,414,4,1015505670/3.jpg,1015804947/3.jpg
1007926125,1015147333,0.9904966354370117,413,1,1007926125/0.jpg,1015147333/0.jpg
1015747778,1015876111,0.9931154251098633,411,1,1015747778/2.jpg,1015876111/0.jpg
1015375501,1015646497,0.9889023303985596,409,3,1015375501/0.jpg,1015646497/0.jpg
1015105085,1015402143,0.9949034452438354,408,1,1015105085/2.jpg,1015402143/3.jpg
1014878722,1015147333,0.9897010326385498,407,1,1014878722/1.jpg,1015147333/0.jpg
1015505670,1015800433,0.9988454580307007,406,4,1015505670/3.jpg,1015800433/3.jpg
1011820048,1011820564,0.999197781085968,405,2,1011820048/1.jpg,1011820564/2.jpg
1015918634,1015921796,0.9995165467262268,403,2,1015918634/3.jpg,1015921796/3.jpg
1015578580,1015664038,0.9449710845947266,403,1,1015578580/2.jpg,1015664038/0.jpg
1012248105,1015527501,0.9321804642677307,403,2,1012248105/1.jpg,1015527501/0.jpg
1015817217,1015832377,0.9990147948265076,402,1,1015817217/0.jpg,1015832377/1.jpg
1011477958,1012174292,0.9991978406906128,400,2,1011477958/0.jpg,1012174292/0.jpg
1015817210,1015832377,0.9988917112350464,400,1,1015817210/3.jpg,1015832377/1.jpg
1013466451,1015422796,0.996963620185852,399,2,1013466451/0.jpg,1015422796/2.jpg
1015293099,1015438672,0.9963290691375732,397,3,1015293099/2.jpg,1015438672/2.jpg
1015625132,1015727747,0.9969989061355591,393,2,1015625132/3.jpg,1015727747/1.jpg
1015293887,1015576494,1.0000025033950806,389,3,1015293887/1.jpg,1015293887/1.jpg
1010072125,1013686331,0.9772785902023315,388,1,1010072125/0.jpg,1013686331/0.jpg
1001825039,1004452930,0.9491602182388306,388,1,1001825039/0.jpg,1004452930/0.jpg
1013306879,1013671358,0.9981069564819336,386,2,1013306879/3.jpg,1013671358/3.jpg
1013537791,1013909878,0.9276902675628662,384,1,1013537791/2.jpg,1013909878/0.jpg
1015797342,1015801188,0.9971673488616943,381,3,1015797342/1.jpg,1015801188/0.jpg
1015599305,1015867185,0.9982286691665649,380,2,1015599305/2.jpg,1015867185/1.jpg
1015762608,1015765157,0.998873770236969,374,2,1015762608/2.jpg,1015765157/2.jpg
1015111907,1015282466,0.9981767535209656,372,4,1015111907/3.jpg,1015282466/2.jpg
1015241378,1015727995,0.9958281517028809,372,2,1015241378/0.jpg,1015727995/3.jpg
1010973691,1010974256,0.9977445602416992,369,1,1010973691/0.jpg,1010974256/0.jpg
1015756671,1015765157,0.99700927734375,369,3,1015756671/0.jpg,1015765157/0.jpg
1015756671,1015762608,0.9964146018028259,369,2,1015756671/2.jpg,1015762608/3.jpg
1015599305,1015753315,0.9976855516433716,366,3,1015599305/2.jpg,1015753315/1.jpg
1010152757,1010973691,0.997219979763031,363,1,1010152757/0.jpg,1010973691/0.jpg
